"Wed Jan 31 2024 09:22:31 GMT-0500 (Eastern Standard Time)"
"Student Achievement by Proficiency Level (Math)"
"Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Multiple Races","-","69","69","31","6","69","75","25","21","57","79","21"
"Students with Disabilities","-","35","35","65","-","56","56","44","1","57","58","42"
"Students without Disabilities","3","74","77","23","7","80","87","13","11","77","87","13"
"Economically Disadvantaged","2","42","44","56","-","62","62","38","6","53","58","42"
"Not Economically Disadvantaged","3","71","73","27","7","78","85","15","9","78","88","12"
"English Learners","4","21","25","75","-","56","56","44","3","47","50","50"
"Homeless","","","","","<","<","<","<","<","<","<","<"
"Military Connected","<","<","<","<","<","<","100","0","<","<","<","<"
"Grade 8 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"All Students","12","58","69","31","13","65","78","22","14","58","72","28"
"Female","17","59","76","24","13","65","78","22","15","55","70","30"
"Male","7","56","64","36","13","65","78","22","14","60","74","26"
"Asian","20","59","80","20","16","76","92","8","24","64","88","12"
"Black","-","50","50","50","8","42","50","50","8","28","36","64"
"Hispanic","8","32","40","60","2","51","52","48","7","44","51","49"
"White","9","67","76","24","17","69","86","14","14","64","78","22"
"Multiple Races","-","55","55","45","16","68","84","16","-","71","71","29"
"Students with Disabilities","11","9","20","80","2","49","51","49","1","42","44","56"
"Students without Disabilities","12","69","80","20","16","69","85","15","19","63","82","18"
"Economically Disadvantaged","7","38","45","55","4","49","53","47","3","46","49","51"
"Not Economically Disadvantaged","13","63","76","24","16","70","86","14","18","62","80","20"
"English Learners","11","21","32","68","-","38","38","62","-","34","34","66"
"Homeless","","","","","","","","","<","<","<","<"
"Military Connected","<","<","<","<","<","<","<","<","<","<","100","0"
"Algebra I Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"All Students","10","76","86","14","32","65","96","4","28","67","95","5"
"Female","11","73","84","16","34","62","96","4","24","70","93","7"
"Male","8","80","88","12","29","67","96","4","33","64","97","3"
"American Indian","<","<","100","0","","","","","<","<","100","0"
"Asian","16","75","91","9","53","46","99","1","39","59","98","2"
"Black","10","70","80","20","<","<","<","<","13","69","81","19"
"Hispanic","6","59","65","35","18","77","95","5","11","83","94","6"
"White","7","80","87","13","16","78","94","6","21","73","94","6"
"Multiple Races","6","76","82","18","39","61","100","0","50","50","100","0"
"Students with Disabilities","<","<","<","<","<","<","100","0","14","79","93","7"
"Students without Disabilities","10","76","86","14","31","65","96","4","29","66","95","5"
"Economically Disadvantaged","7","66","72","28","32","59","91","9","21","68","88","12"
"Not Economically Disadvantaged","10","78","88","12","31","65","97","3","29","67","96","4"
"English Learners","<","<","<","<","<","<","100","0","17","67","83","17"
"Military Connected","10","80","90","10","27","64","91","9","<","<","100","0"
"Geometry Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"All Students","35","65","100","0","52","48","100","0","73","27","100","0"
"Female","<","<","100","0","50","50","100","0","<","<","100","0"
"Male","38","63","100","0","53","47","100","0","67","33","100","0"
"Asian","<","<","100","0","56","44","100","0","79","21","100","0"
"Black","<","<","100","0","<","<","100","0","<","<","100","0"
"Hispanic","","","","","","","","","<","<","100","0"
"White","36","64","100","0","<","<","100","0","<","<","100","0"
"Multiple Races","<","<","100","0","<","<","100","0","<","<","100","0"
"Students with Disabilities","<","<","100","0","","","","","<","<","100","0"
"Students without Disabilities","37","63","100","0","52","48","100","0","72","28","100","0"
"Economically Disadvantaged","<","<","100","0","<","<","100","0","<","<","100","0"
"Not Economically Disadvantaged","37","63","100","0","50","50","100","0","72","28","100","0"
"Military Connected","","","","","<","<","100","0","<","<","100","0"
"Algebra II Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"All Students","<","<","100","0","<","<","100","0","<","<","100","0"
"Male","<","<","100","0","<","<","100","0","<","<","100","0"
"Asian","<","<","100","0","<","<","100","0","<","<","100","0"
"Students without Disabilities","<","<","100","0","<","<","100","0","<","<","100","0"
"Economically Disadvantaged","<","<","100","0","","","","","","","",""
"Not Economically Disadvantaged","<","<","100","0","<","<","100","0","<","<","100","0"
"Military Connected","","","","","<","<","100","0","","","",""
"Grade 3 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 4 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 5 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 6 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"
                              < = A group below state definition for personally identifiable results
- = Not applicable or no data for group
* = Data not yet available                            "
