"Wed Jan 31 2024 09:59:22 GMT-0500 (Eastern Standard Time)"
"Student Achievement by Proficiency Level (Math)"
"Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Multiple Races","<","<","100","0","62","38","100","0","<","<","100","0"
"Students with Disabilities","<","<","100","0","<","<","100","0","<","<","100","0"
"Students without Disabilities","45","55","100","0","69","31","100","0","71","29","100","0"
"Economically Disadvantaged","40","60","100","0","64","36","100","0","70","30","100","0"
"Not Economically Disadvantaged","46","54","100","0","70","30","100","0","69","31","100","0"
"Military Connected","<","<","100","0","<","<","100","0","","","",""
"Algebra II Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"All Students","88","13","100","0","91","9","100","0","100","-","100","0"
"Female","<","<","100","0","<","<","100","0","<","<","100","0"
"Male","92","8","100","0","93","7","100","0","<","<","100","0"
"Asian","93","7","100","0","89","11","100","0","100","-","100","0"
"Black","","","","","<","<","100","0","","","",""
"Hispanic","<","<","100","0","<","<","100","0","","","",""
"White","<","<","100","0","","","","","<","<","100","0"
"Students without Disabilities","88","13","100","0","91","9","100","0","100","-","100","0"
"Economically Disadvantaged","","","","","<","<","100","0","<","<","100","0"
"Not Economically Disadvantaged","88","13","100","0","95","5","100","0","100","-","100","0"
"Grade 3 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 4 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 5 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 6 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"
                              < = A group below state definition for personally identifiable results
- = Not applicable or no data for group
* = Data not yet available                            "
