"Mon Jan 29 2024 11:53:15 GMT-0500 (Eastern Standard Time)"
"Student Achievement by Proficiency Level (Math)"
"Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Students with Disabilities","-","37","37","63","-","48","48","52","-","74","74","26"
"Students without Disabilities","-","35","35","65","1","63","64","36","4","80","84","16"
"Economically Disadvantaged","-","29","29","71","-","54","54","46","1","77","79","21"
"Not Economically Disadvantaged","-","47","47","53","1","65","66","34","5","81","86","14"
"English Learners","-","26","26","74","2","47","48","52","1","80","81","19"
"Homeless","<","<","<","<","<","<","<","<","<","<","<","<"
"Military Connected","<","<","<","<","<","<","<","<","<","<","100","0"
"Geometry Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"All Students","-","47","47","53","15","75","89","11","14","63","77","23"
"Female","-","63","63","38","16","74","91","9","10","70","80","20"
"Male","-","34","34","66","13","75","88","12","18","57","75","25"
"American Indian","","","","","<","<","100","0","","","",""
"Asian","<","<","<","<","21","74","95","5","16","70","86","14"
"Black","<","<","<","<","3","77","80","20","11","54","65","35"
"Hispanic","-","25","25","75","5","75","79","21","8","51","58","42"
"Native Hawaiian","","","","","","","","","<","<","100","0"
"White","-","67","67","33","18","74","92","8","17","70","87","13"
"Multiple Races","<","<","<","<","21","79","100","0","26","58","84","16"
"Students with Disabilities","<","<","100","0","8","38","46","54","20","48","68","32"
"Students without Disabilities","-","45","45","55","15","77","91","9","14","64","78","22"
"Economically Disadvantaged","-","32","32","68","10","71","81","19","4","57","61","39"
"Not Economically Disadvantaged","-","56","56","44","17","77","94","6","20","66","86","14"
"English Learners","<","<","<","<","-","41","41","59","-","26","26","74"
"Military Connected","<","<","100","0","<","<","100","0","29","57","86","14"
"Algebra II Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"All Students","28","33","61","39","30","59","89","11","19","55","74","26"
"Female","<","<","<","<","34","55","89","11","13","57","70","30"
"Male","33","25","58","42","27","62","88","12","24","52","76","24"
"American Indian","","","","","","","","","<","<","100","0"
"Asian","<","<","100","0","38","60","98","2","27","61","88","12"
"Black","<","<","<","<","<","<","<","<","<","<","<","<"
"Hispanic","<","<","<","<","<","<","100","0","14","36","50","50"
"White","<","<","<","<","21","64","86","14","18","54","72","28"
"Multiple Races","","","","","<","<","<","<","<","<","<","<"
"Students with Disabilities","","","","","<","<","<","<","<","<","<","<"
"Students without Disabilities","28","33","61","39","30","62","91","9","18","57","75","25"
"Economically Disadvantaged","<","<","<","<","25","58","83","17","4","42","46","54"
"Not Economically Disadvantaged","36","36","71","29","30","59","90","10","23","58","81","19"
"English Learners","","","","","","","","","<","<","<","<"
"Homeless","","","","","<","<","100","0","","","",""
"Military Connected","<","<","<","<","<","<","<","<","<","<","100","0"
"Grade 3 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 4 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 5 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 6 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 7 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 8 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"
                              < = A group below state definition for personally identifiable results
- = Not applicable or no data for group
* = Data not yet available                            "
