"Wed Jan 31 2024 09:27:30 GMT-0500 (Eastern Standard Time)"
"Student Achievement by Proficiency Level (Math)"
"Mathematics Performance","2020-2021","2021-2022","2022-2023"
"American Indian","<","<","<","<","","","","","<","<","<","<"
"Asian","22","66","88","12","34","66","100","0","44","52","96","4"
"Black","-","68","68","32","16","81","97","3","16","70","86","14"
"Hispanic","3","63","66","34","14","84","99","1","13","75","88","12"
"White","15","73","88","12","28","69","97","3","23","71","94","6"
"Multiple Races","-","83","83","17","25","71","96","4","29","62","90","10"
"Students with Disabilities","9","64","73","27","23","69","92","8","22","78","100","0"
"Students without Disabilities","13","69","82","18","26","72","99","1","28","64","92","8"
"Economically Disadvantaged","6","63","69","31","13","86","99","1","12","75","86","14"
"Not Economically Disadvantaged","15","72","86","14","31","67","98","2","33","62","95","5"
"English Learners","<","<","<","<","-","100","100","0","-","71","71","29"
"Homeless","<","<","100","0","<","<","100","0","<","<","100","0"
"Military Connected","<","<","100","0","-","100","100","0","<","<","<","<"
"Geometry Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"All Students","21","79","100","0","56","41","97","3","47","53","100","0"
"Female","30","70","100","0","62","35","96","4","58","42","100","0"
"Male","17","83","100","0","55","43","98","2","39","61","100","0"
"Asian","28","72","100","0","49","51","100","0","55","45","100","0"
"Black","<","<","100","0","","","","","","","",""
"Hispanic","<","<","100","0","<","<","<","<","<","<","100","0"
"White","10","90","100","0","68","28","96","4","40","60","100","0"
"Multiple Races","<","<","100","0","<","<","100","0","<","<","100","0"
"Students with Disabilities","<","<","100","0","<","<","100","0","<","<","100","0"
"Students without Disabilities","18","82","100","0","57","40","97","3","47","53","100","0"
"Economically Disadvantaged","<","<","100","0","<","<","100","0","<","<","100","0"
"Not Economically Disadvantaged","24","76","100","0","57","40","97","3","46","54","100","0"
"Military Connected","<","<","100","0","<","<","100","0","<","<","100","0"
"Algebra II Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"All Students","<","<","100","0","<","<","100","0","<","<","100","0"
"Female","","","","","<","<","100","0","<","<","100","0"
"Male","<","<","100","0","<","<","100","0","<","<","100","0"
"Asian","<","<","100","0","<","<","100","0","<","<","100","0"
"White","","","","","<","<","100","0","<","<","100","0"
"Students with Disabilities","","","","","<","<","100","0","<","<","100","0"
"Students without Disabilities","<","<","100","0","<","<","100","0","<","<","100","0"
"Not Economically Disadvantaged","<","<","100","0","<","<","100","0","<","<","100","0"
"English Learners","","","","","","","","","<","<","100","0"
"Grade 3 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 4 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 5 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"Grade 6 Mathematics Performance","2020-2021","2021-2022","2022-2023"
"Student Subgroup","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed","Advanced","Proficient","Passed","Failed"
"
                              < = A group below state definition for personally identifiable results
- = Not applicable or no data for group
* = Data not yet available                            "
